BGE,r,response,rM,rG,rX,concentration
0.3130690456699642,0.05889290423927392,2,3.3435283660343086e-14,1.7875551388141712e-16,6.691776502493224e-17,1
0.3205671972833438,0.07072246407762997,1,4.167210338022333e-14,2.212108910293754e-16,2.4992190735661075e-18,1
0.43795485764399367,0.09400497643459635,1,7.589431169275503e-15,2.2831877498994425e-16,1.3098147560777864e-18,1
0.29296245143445065,0.060195412962593814,2,3.357731824851698e-14,1.8407157678661254e-16,1.1516143307888523e-16,1
0.4599413737353496,0.11103701176615632,1,2.8528732154801563e-15,2.3529721491775544e-16,1.1212507214589956e-18,1
0.0,0.19546523374112032,1,1.4606155464371575e-13,6.939702136391056e-16,1.2278419597113051e-17,1
0.4323362062792745,0.0898484319840713,2,7.22522489289462e-15,2.141289109600666e-16,3.68958150999828e-17,1
0.4383245877373907,0.0919107442355431,2,6.249496887164163e-15,2.1442701748024262e-16,2.814402207345327e-17,1
0.46722927571646533,0.06577814089257052,1,2.7148641718799633e-19,5.660526985495497e-17,3.5702261889556456e-20,1
0.4643744621634971,0.05346870232811663,1,1.5830650821317017e-19,4.717528649049622e-17,1.2226949417839262e-20,1
0.09748212677574097,0.1105691685163615,1,1.1534580181552993e-13,3.974691087574298e-16,1.9622291965884116e-17,1
0.43623247480283567,0.0886404944192295,1,7.0745262767453564e-15,2.0971365097221764e-16,1.8003534420484468e-18,1
0.14459321223582602,0.025925229146103457,1,8.097367250980987e-15,6.458567321892654e-17,2.0938292328959097e-18,1
0.36052858084573075,0.023834946951144863,2,4.4147754003626283e-16,4.2380197004020185e-17,2.4394792335416257e-18,1
0.0,0.07480453235249687,1,1.463617594999072e-14,1.958937748618118e-16,1.4336746065916767e-18,1
0.0,0.13294954209350343,1,2.2489916316772678e-14,3.69506457549348e-16,3.9875769711624685e-18,1
0.07918362455833795,0.025081713220617023,1,1.0308339923189764e-14,6.460616774551104e-17,4.901839379027099e-19,1
0.0,0.10910027901042177,1,2.5662278783635277e-14,3.1649804461357143e-16,3.3003441709412314e-18,1
0.3670863230892664,0.019374631991209146,1,8.197819905675657e-16,3.656337788837211e-17,5.6253684675482325e-19,1
0.40138445882105256,0.025583929700706772,1,1.3623649664643454e-16,4.0324097771570873e-17,1.0386827797867479e-19,1
0.3155520460566219,0.022347298154595595,1,2.1531231986382754e-15,4.698061825072593e-17,3.296843819966037e-19,1
0.37284324379694506,0.024440867101517848,2,3.135212430530555e-16,4.186486852008638e-17,2.5374511840213946e-18,1
0.3965667868969961,0.02742319029250488,2,8.178335495241415e-17,4.1380214254983847e-17,1.0975338581854423e-18,1
0.38319418745387235,0.02573235332815704,2,2.199342125734415e-16,4.2561038237346044e-17,1.7853963905863467e-18,1
0.2608183938873982,0.01963952884960464,1,3.6635273267115184e-15,4.422741069646443e-17,3.549502530419489e-19,1
0.31434114420903103,0.021905000524750848,1,2.1688781736897014e-15,4.620091739310607e-17,3.6785509592547086e-19,1
0.0,0.1302541775186471,1,1.8842780474100065e-14,3.526223837705814e-16,5.0010242885632026e-18,1
0.0,0.10973346501514586,2,3.297657632539863e-14,3.287690035880769e-16,1.2307585065142507e-16,1
0.0,0.12473298328669154,1,4.103758633582797e-14,3.8420836719270873e-16,4.340748663157807e-18,1
0.15955776053112083,0.02092869083816639,1,7.778500935251443e-15,5.214432285487117e-17,2.9914054822693626e-19,1
0.0,0.08745798167391851,2,3.341909098250117e-14,2.6625181076547996e-16,1.6657617989085898e-16,1
0.28783327985616347,0.019385330447607922,1,2.959597276791586e-15,4.2645252724982056e-17,2.032154116290781e-19,1
0.0,0.16190062989991996,1,1.4846098893611746e-13,5.842467104248543e-16,1.0337080926300331e-17,1
0.09842616021519729,0.02607963285906096,2,7.454102991417282e-15,6.424027115816755e-17,1.1069019853496253e-17,1
0.14829892973996894,0.026565624773275422,2,6.4591426281147e-15,6.417992310732122e-17,8.423757387622172e-18,1
0.28292856854915294,0.01467398463946561,1,3.389719479467963e-19,1.5916087988616507e-17,1.0038647339423808e-20,1
0.0,0.005713177819263675,1,1.9726355231150745e-19,6.1918289887320504e-18,1.6048059372016603e-21,1
0.0,0.3263999062521371,1,1.0878388318165997e-13,1.0835181253692568e-15,5.3491223689784574e-17,1
0.1632862366976308,0.027564501966680165,1,7.314096332878303e-15,6.757500676881196e-17,5.801191075005164e-19,1
0.0,0.10387950586569884,1,7.800113848419172e-15,2.4928753716220227e-16,8.081754152155913e-18,1
0.40335455275842147,0.03545837822559951,2,4.3911110595425816e-16,6.270951720187784e-17,3.6096709259018026e-18,1
0.14969982090763634,0.030772480170558742,1,1.4906312785275742e-14,8.330062755294922e-17,6.096467053129189e-19,1
0.026248605671828493,0.08334079661294203,1,2.292192125600881e-14,2.3274249584204384e-16,2.5116708995719364e-18,1
0.22246642874330136,0.032904036893617025,1,1.027238285102943e-14,8.445948562894178e-17,6.408162672937462e-19,1
0.0028236162067078316,0.06612485592354074,1,2.5916660728106126e-14,1.9207676763903626e-16,2.0029173994572736e-18,1
0.4050810701511841,0.03602374240431624,1,8.090981552617671e-16,6.700657651250223e-17,1.030913182536293e-18,1
0.4232242843422603,0.03516758621649427,1,1.3501914291697112e-16,5.493407885460623e-17,1.415011987446235e-19,1
0.37514254663953267,0.0316200347300474,1,2.1405158197434114e-15,6.609083372648892e-17,4.637894622091549e-19,1
0.0,0.05291355302470559,2,3.0792053126004657e-16,8.901674740315273e-17,5.395350781705912e-18,1
0.0,0.041018025768171214,2,8.075832076062248e-17,6.111838484825114e-17,1.6210524265346127e-18,1
0.4172198036328715,0.0369995090284836,2,2.1825182097023823e-16,6.072866749743939e-17,2.5475117207057972e-18,1
0.3406932369154758,0.028514073396555588,1,3.647613655884086e-15,6.39442750442371e-17,5.131893604015658e-19,1
0.0,0.08077933420705487,1,2.098574971399158e-15,1.6503822933908712e-16,1.3140464975693036e-18,1
0.08254478920944244,0.08276142307488903,1,1.920333034039614e-14,2.251809367738147e-16,3.193601387653071e-18,1
0.0,0.11586690010044261,2,3.292124599362881e-14,3.465627329707672e-16,1.2973699679396028e-16,1
0.0,0.28972031251451136,1,3.909974125800126e-14,8.234230974023825e-16,9.30295385126241e-18,1
0.0,0.09216544008038012,1,7.59418973283677e-15,2.2419122279116504e-16,1.2861358940276533e-18,1
0.0,0.0940125906267565,2,3.338105268492063e-14,2.8588050153122007e-16,1.7885655580498174e-16,1
0.34855432699429534,0.029096538891901513,1,2.9482878007455193e-15,6.37669805313088e-17,3.0386578502845025e-19,1
0.0,0.16511364044694643,1,1.4823129536846945e-13,5.949195556871505e-16,1.0525915648382054e-17,1
0.0,0.10203554204526794,2,7.181489762544688e-15,2.421455681639347e-16,4.172326880195532e-17,1
0.25919327137594356,0.025397246605548488,2,6.462892917463001e-15,6.12799171583419e-17,8.043125168789299e-18,1
0.0,0.0060404113676014275,1,3.5045615518956993e-19,6.677725939756904e-18,4.211797257371721e-21,1
0.0,0.005713177819263675,1,1.9726355231150745e-19,6.1918289887320504e-18,1.6048059372016603e-21,1
0.0,0.33011680221017725,1,1.0867087850711031e-13,1.0953104596797013e-15,5.4073388747900006e-17,1
0.27621156779812817,0.0357262880682358,1,7.282079002460602e-15,8.720041537195391e-17,7.485996607047264e-19,1
0.413926975367627,2.1403710298274774,1,6.055029356737291e-17,2.3065196751920483e-17,7.477600033363806e-19,2
0.34353414285644246,2.1735985254120846,2,7.162883932737506e-18,4.339100472581996e-17,2.497663117071005e-18,2
0.421421368585594,2.4465521548760996,1,1.1855610295812923e-16,2.885895974140175e-17,2.1120812942159935e-19,2
0.42448743131806954,2.7018372195249385,1,1.6876049221925778e-16,3.496006404159707e-17,3.772760757882554e-19,2
0.4059406065232153,2.2552450073478147,1,8.278630648241041e-17,2.6494775833994248e-17,2.0102281261001178e-19,2
0.4284747478755251,4.406809562809688,1,2.780379553859765e-16,9.1101113793946e-17,9.49974367908657e-19,2
0.378614778648272,1.2921198655326747,1,6.911215838679526e-18,1.3874833669797803e-17,2.1346783674322084e-19,2
0.0,0.0,1,2.3144275491334013e-18,2.0901861374978588e-17,5.383977491242517e-20,2
0.4017467419046,1.6002221443701543,1,1.5386936691592378e-17,1.652723323553577e-17,1.1597911816086297e-19,2
0.0,0.0,2,4.6469916971389074e-18,2.942294699079563e-17,1.7833399295968706e-18,2
0.0,0.0,2,1.7137604986967002e-18,2.613768449986731e-17,6.93253870953994e-19,2
0.0,0.0,2,3.605661040683079e-18,2.844207662935222e-17,1.1931189430023693e-18,2
0.4043168115288445,2.051483473620435,1,3.1663130584794856e-17,2.235094311281658e-17,1.793790951966053e-19,2
0.404414121099298,1.8297773111126128,1,1.7554940226747936e-17,2.0024089227264213e-17,1.5943326840983002e-19,2
0.42420846675230484,2.598502377972025,1,1.4890627629929391e-16,3.6143525535076686e-17,5.126011773342871e-19,2
0.4265470809334375,3.764499145567041,2,3.054088330458978e-16,6.829158676277853e-17,2.5565199399683874e-17,2
0.4274748241204138,3.590902718771283,1,3.956923407004025e-16,7.02101460893667e-17,7.932273833710418e-19,2
0.4155081591547626,3.0060988340466954,1,7.498638778949755e-17,3.987792727768877e-17,2.287709260546536e-19,2
0.4251846913074808,5.842730904250075,2,4.890924059531617e-16,1.536722815315568e-16,9.6142601017601e-17,2
0.413281295017005,2.5427727424451754,1,3.0423651690271054e-17,3.412378773375982e-17,1.626084763849223e-19,2
0.4293572920635715,2.225414175985467,1,1.1585223036234367e-15,3.735643285682887e-17,6.609476145413609e-19,2
0.4030865080298793,2.1003963991625985,2,6.097607926522263e-17,2.1561177036653417e-17,3.715132149673697e-18,2
0.3970465441017549,2.035969475420664,2,5.154535357511092e-17,2.1716252480817345e-17,2.8503063483085676e-18,2
0.06584056373924616,0.2632071400893584,1,1.776499813161523e-20,1.180655212870561e-17,7.446667371992926e-21,2
0.05680338480410248,0.2413829903792064,1,1.0022785735928137e-20,1.1114127883801735e-17,2.8805734859928636e-21,2
0.4299890278581452,3.8700944352552393,1,1.2634622862433726e-15,9.58721127991651e-17,4.733023390452927e-18,2
0.40216853773819006,1.882580112619636,1,5.707362582206053e-17,1.8761814915158378e-17,1.6106675891144583e-19,2
0.4242990018835516,2.1457683064811306,1,4.0104432053512176e-17,1.8714647882507536e-17,6.067177884315178e-19,2
0.3767988723512715,2.1837127341983606,2,5.1353558722699175e-18,3.1226900524187756e-17,1.797475725499812e-18,2
0.4223017236698037,2.450627128478434,1,9.367013779567927e-17,2.3444636477635474e-17,1.715826855777812e-19,2
0.43061594179757623,2.703296557697806,1,1.561070540789878e-16,2.959975437565135e-17,3.19429597207106e-19,2
0.42478659171333083,2.2597842418942404,1,6.202626074252417e-17,2.0287229456691202e-17,1.5392453029235288e-19,2
0.4385866521860232,4.4173791402798885,1,2.1574123435967863e-16,6.481063922794326e-17,6.758253930196499e-19,2
0.40448765361979777,1.2959671098314236,1,4.465905923880188e-18,9.713257928337162e-18,1.4944093796270276e-19,2
0.0,0.0,1,1.6900384992700821e-18,1.5133132764471494e-17,3.898047389857529e-20,2
0.4030938203790772,1.6028070251513586,1,1.1897349652485094e-17,1.1997979671779476e-17,8.419528436574608e-20,2
0.0,0.0,2,3.47601797168586e-18,2.1449591483567905e-17,1.3000707569555816e-18,2
0.0,0.0,2,1.2627257519852056e-18,1.8644402733260955e-17,4.945083932941344e-19,2
0.0,0.0,2,2.5945092512097383e-18,2.082433798162089e-17,8.735618163588882e-19,2
0.4122985922323663,2.0560647375911,1,2.3500518328896144e-17,1.8132326082309636e-17,1.455222819921819e-19,2
0.41548305778153455,1.834204712854464,1,1.2305388644661808e-17,1.5101177908441672e-17,1.2023668709501244e-19,2
0.43110200482148975,2.601606931971978,1,1.254465051927864e-16,2.6928339404533748e-17,3.819079151264647e-19,2
0.43792145101341523,3.7677066990054917,2,2.769960030337045e-16,5.218628171787452e-17,1.9536120937999674e-17,2
0.4382456441600071,3.595939222596294,1,3.367504361613263e-16,4.977980162401623e-17,5.624073440423759e-19,2
0.4146084061206428,3.0112326771069045,1,6.177327979947525e-17,3.060953791867405e-17,1.7560020828058314e-19,2
0.43830519695351416,5.87004427691218,2,3.3502230706349757e-16,1.205759508520271e-16,7.543641195112846e-17,2
0.4215700656078514,2.550752751995585,1,2.119059453780254e-17,2.449689842231379e-17,1.1673391476022272e-19,2
0.43901332368679646,2.2295578222967873,1,8.631638189599232e-16,3.137916762617477e-17,5.551918211329533e-19,2
0.42297100864880527,2.1059742045878487,2,4.124003725371952e-17,1.8624658615566676e-17,3.2091507751066935e-18,2
0.40762599282870554,2.0397276457107703,2,3.963685298112569e-17,1.697671299285316e-17,2.2282312687092446e-18,2
0.44192019207212696,0.26951551445673816,1,9.838816820441455e-21,8.484986529155991e-18,5.351678597585e-21,2
0.44175082726097126,0.24686908429833354,1,5.809459764600261e-21,7.993161481561077e-18,2.071677532755571e-21,2
0.44043292773175785,3.8788253562990382,1,9.990870271451072e-16,6.777962507894759e-17,3.346150841244237e-18,2
0.4151767267522217,1.887839877020606,1,3.6553521443550756e-17,1.4039768711507967e-17,1.2052885354933826e-19,2
0.383446269462674,2.1332848883233133,1,8.73944024036325e-17,3.340199423026626e-17,1.082872848894559e-18,2
0.3087506626310942,2.156884408091299,2,1.0513760845838949e-17,7.216489407059147e-17,4.15393917256306e-18,2
0.38713234347183545,2.4376588359259355,1,1.7286855139459766e-16,4.3923299622770195e-17,3.214585014317335e-19,2
0.3958310553124211,2.6904308239939523,1,2.6766251628173384e-16,5.85895569836415e-17,6.322768206219466e-19,2
0.3867701488352196,2.2491904591776235,1,1.1047692460706815e-16,3.502957640052902e-17,2.657785827927894e-19,2
0.4011380836895045,4.381044209139622,1,4.299007822640058e-16,1.2874252167867366e-16,1.3424873809039207e-18,2
0.34007283505003794,1.2860125457990064,1,1.0793178008721556e-17,2.1998796140831975e-17,3.384570608122434e-19,2
0.0,0.0,1,3.787280018515667e-18,3.552398498313215e-17,9.150397283630278e-20,2
0.38085120519085874,1.5949295835011599,1,2.2531997024536372e-17,2.4387196958507006e-17,1.7113606115157078e-19,2
0.0,0.0,2,7.964154026175262e-18,4.9112463931979436e-17,2.976731664512871e-18,2
0.0,0.0,2,3.0814998651794294e-18,4.4074323111878136e-17,1.168990126387887e-18,2
0.0,0.0,2,5.849617843182675e-18,4.827342112008578e-17,2.0250255961432154e-18,2
0.37938166482906477,2.044867779012349,1,4.345077800433749e-17,3.570564895290395e-17,2.865582436611738e-19,2
0.3866956007690302,1.8240056527031998,1,2.4398490634734075e-17,3.1017304487736705e-17,2.4696205533330946e-19,2
0.3946639101260343,2.5894547873760123,1,2.1727585621771908e-16,5.0840709201909656e-17,7.210422062484535e-19,2
0.4008412952013886,3.744488394030807,2,4.826763014057096e-16,9.631845256051671e-17,3.6057156705585614e-17,2
0.4031343644595702,3.577927893745942,1,5.4753762816129495e-16,1.008204345082548e-16,1.1390594367019328e-18,2
0.3933004505397557,2.9950483519053934,1,1.0342771970942847e-16,6.30795333713317e-17,3.6187345355155464e-19,2
0.40245000963922056,5.815901412458609,2,6.404521457728216e-16,2.1933043453666948e-16,1.3722057256204542e-16,2
0.3717646953422097,2.5310950856749157,1,4.393533091123093e-17,5.297850751070239e-17,2.5245598333562515e-19,2
0.40474504054486915,2.2192792896219515,1,1.5958187301260456e-15,5.3022040479079757e-17,9.381193142041918e-19,2
0.38432339219017586,2.0951364773075003,2,7.958805557708824e-17,3.419474201263631e-17,5.89197821552051e-18,2
0.38282734828688336,2.0296158884322373,2,7.16786081404835e-17,3.257481082022469e-17,4.275516236415689e-18,2
0.4059515437970246,0.2587354512879467,1,2.3389910389530615e-20,1.9364621328658306e-17,1.2213717624514265e-20,2
0.40567995974283866,0.23649112380324425,1,1.3785084101555863e-20,1.816939211816726e-17,4.709165643890119e-21,2
0.4054511822811126,3.8549168343481885,1,1.7230511562093836e-15,1.3999309917762894e-16,6.9111923536901995e-18,2
0.38016257826740485,1.8784323765273094,1,7.325556457895552e-17,2.6652666217755372e-17,2.2880827806131265e-19,2
0.4736677764738559,2.1538307544176445,1,9.563049486262182e-18,3.455291902023297e-18,1.120185148201686e-19,2
0.47278809753807105,2.2054091762779664,2,7.865256378673745e-19,4.183993062236306e-18,2.408380543308822e-19,2
0.47389936120665854,2.4624988763186266,1,2.1170176197490805e-17,6.460423976149934e-18,4.7281470832628215e-20,2
0.47456900214552167,2.7173811531107734,1,3.398583111421012e-17,7.319628922005369e-18,7.899072703741676e-20,2
0.47387891978527613,2.270529975374192,1,1.2881843132703831e-17,5.09891653370966e-18,3.8686816951849e-20,2
0.4763722862874108,4.445240041274295,1,5.1533224656927536e-17,1.6469145479430452e-17,1.7173517880587477e-19,2
0.4731012986823955,1.3015034497239648,1,9.47130741273404e-19,1.688358833186326e-18,2.5975829068936562e-20,2
0.0,0.0,1,2.195042606203929e-19,1.800109362854159e-18,4.636787182496387e-21,2
0.47332488311571785,1.6099501973506123,1,2.254301732393065e-18,2.372912866772165e-18,1.665180964283036e-20,2
0.0,0.0,2,4.9926648618241715e-19,2.7168628327583986e-18,1.64670451753572e-19,2
0.0,0.0,2,1.5723397081567715e-19,2.123342544228783e-18,5.631774452535682e-20,2
0.0,0.0,2,3.3528744405492484e-19,2.3851537623605083e-18,1.0005500557961571e-19,2
0.4737423388359242,2.0670628979302608,1,3.9051586553858915e-18,3.333402067184359e-18,2.6752457098561945e-20,2
