BGE,r,response,rM,rG,rX,concentration
0.4733263177615511,1.8424708020253857,1,2.5045841013860982e-18,2.5789046410353764e-18,2.0533428071111556e-20,2
0.4740061533578431,2.614292692502138,1,2.9586950169404623e-17,5.540953941253203e-18,7.858390878568243e-20,2
0.47530819668460883,3.7917296714243434,2,6.42124983618317e-17,1.387716244181907e-17,5.194965320680947e-18,2
0.47466044649335193,3.616834730686603,1,9.221503278162591e-17,1.2078079673389666e-17,1.3645696625207334e-19,2
0.47462725957070856,3.0310727401651874,1,1.0711517864765941e-17,6.978186982633547e-18,4.003232883903612e-20,2
0.47820856096788017,5.915745738103084,2,7.727528758903362e-17,2.1282566321582826e-17,1.3315096659552016e-17,2
0.4735377562776264,2.5659866209653543,1,3.565153928284864e-18,4.855218670424729e-18,2.3136344554514818e-20,2
0.47606005592947254,2.2383009658812223,1,2.399600365892849e-16,8.267006171199416e-18,1.462681950708288e-19,2
0.4736190336328518,2.115211231703132,2,8.55819584682604e-18,4.257755180842421e-18,7.336391297607287e-19,2
0.4737815632956263,2.050080995588653,2,6.8316061433075675e-18,3.3098995888768335e-18,4.344316690355811e-19,2
0.47231512700457684,0.27613646950383486,1,1.5317431852670436e-21,7.764293357554066e-19,4.897120631153987e-22,2
0.48578345162089737,0.25380658406994633,1,4.906394852561258e-22,6.940352242017421e-19,1.7988091248206794e-22,2
0.47744295920413243,3.903479315633217,1,2.525710731835184e-16,1.8640987867565567e-17,9.202700245394548e-19,2
0.47365672679229043,1.8953221918929686,1,7.363053135881945e-18,3.3532568225919027e-18,2.8787098191455095e-20,2
0.42669044515280335,2.146852283533367,1,3.599815739911534e-17,1.498453160704358e-17,4.857896303678422e-19,2
0.39317427703525587,2.1885325145588777,2,4.169222257996598e-18,2.235599033132806e-17,1.2868504163243693e-18,2
0.4382304536567015,2.456300086737668,1,5.902555558922243e-17,1.7117183960433518e-17,1.2527438402646193e-19,2
0.4411733665413376,2.707612668194149,1,1.186837171502151e-16,2.569357548006236e-17,2.772755598660636e-19,2
0.41922921101109883,2.2606225390554986,1,5.819235860219253e-17,1.738981413276681e-17,1.319410803713568e-19,2
0.44374165336724086,4.42015312911359,1,1.9939155504092986e-16,5.4408042253990165e-17,5.673503143582482e-19,2
0.39964085717116915,1.2967095320246274,1,3.994031803756272e-18,7.72883966523059e-18,1.1891015943948366e-19,2
0.0,0.0,1,1.2941357714305982e-18,1.0711706765335035e-17,2.7591603964224976e-20,2
0.3964323576077236,1.6032262970185633,1,1.1331337826277095e-17,1.0161789575333718e-17,7.130990269740991e-20,2
0.0,0.0,2,2.859833553767095e-18,1.559795977344958e-17,9.454003534363912e-19,2
0.0,0.0,2,1.0084506859696456e-18,1.3138587114389637e-17,3.484767893637679e-19,2
0.0,0.0,2,1.9453125579732123e-18,1.4874525504595926e-17,6.239726577977886e-19,2
0.4108051441738827,2.057760807344067,1,2.0478602630492262e-17,1.4090605086837944e-17,1.1308516058994887e-19,2
0.40986089333545217,1.8352918932706588,1,1.1016339566795656e-17,1.206264660236184e-17,9.604367777530296e-20,2
0.4377270837556786,2.604214308399528,1,1.0574373898368956e-16,2.230192441751559e-17,3.162943443949378e-19,2
0.44464311863917977,3.7721273429343913,2,2.3783823785039925e-16,4.81181904704796e-17,1.8013216450847764e-17,2
0.44444680870821296,3.5999016193102995,1,2.9037897250770725e-16,4.221645318140859e-17,4.769573709428082e-19,2
0.4262275942511957,3.015646395429072,1,5.0413673366209044e-17,2.7042337022316738e-17,1.5513595880242042e-19,2
0.44273881845155816,5.873794493996982,2,3.138699511795493e-16,9.116417145642483e-17,5.703540336671168e-17,2
0.4215012376777648,2.5542262225902097,1,1.7171754494125308e-17,1.8409716352189385e-17,8.772695311741314e-20,2
0.444273534099464,2.2284536813026143,1,9.418665940014242e-16,2.7692347263546983e-17,4.899608839805614e-19,2
0.42201709741894033,2.107053784201949,2,3.74202568560534e-17,1.54444711371256e-17,2.6611836245628573e-18,2
0.41924799619980124,2.0420808412197435,2,3.2180399650790076e-17,1.3788500567151791e-17,1.809771309986622e-18,2
0.11827913487960269,0.26966234997046323,1,9.65445732159149e-21,5.970371717601304e-18,3.7656524769865395e-21,2
0.0,0.00571315063112613,1,1.9726357462198158e-19,6.191800538830684e-18,1.604798563520845e-21,2
0.4471915404371387,3.8827685425805916,1,8.796869002818068e-16,5.809767424895065e-17,2.8681713912702332e-18,2
0.42000569428117035,1.8884274640583194,1,3.4261178379706606e-17,1.3148141123030405e-17,1.1287439333418707e-19,2
0.0,0.11924764860356551,1,7.741521076938861e-15,2.840180065898255e-16,9.207695379295512e-18,2
0.4126401645439811,2.194273827218453,2,3.0184078675316264e-18,1.6547553086529243e-17,9.52506476472643e-19,2
0.4394595390848327,2.456745038929533,1,5.630827721679594e-17,1.6514378604240654e-17,1.2086267297285236e-19,2
0.44064489583722843,2.7095659829392247,1,1.0174734371890403e-16,1.8036628891143076e-17,1.9464462537605437e-19,2
0.43689060567475435,2.2655449805559473,1,3.568001296864983e-17,1.4591353999532993e-17,1.1070842943351183e-19,2
0.45333886090239656,4.430724262975833,1,1.3708650392807654e-16,4.405958580335212e-17,4.59439796406069e-19,2
0.4175678095014623,1.2984497341901453,1,2.887987017373322e-18,5.5984905543231944e-18,8.613419779295585e-20,2
0.0,0.0,1,8.994626583153982e-19,7.90469193274135e-18,2.036119304285135e-20,2
0.4211154012330247,1.6064955131489005,1,6.917974877401636e-18,6.943268648614178e-18,4.872407641036925e-20,2
0.0,0.0,2,3.073317936964298e-16,9.387292118585968e-17,5.689685968948439e-18,2
0.0,0.0,2,8.075832163233381e-17,6.111836827915489e-17,1.621051987069896e-18,2
0.0,0.0,2,1.4284776785662405e-18,1.0917397481065612e-17,4.579747784486016e-19,2
0.42578460051767575,2.062250998935154,1,1.247841103511699e-17,9.829340286875606e-18,7.888607465643083e-20,2
0.0,0.08825727089382655,1,2.089646588208894e-15,1.7954905902526466e-16,1.4295827887807742e-18,2
0.44448236693210114,2.6097022538909544,1,6.427418780794209e-17,1.730378300456063e-17,2.454088086085205e-19,2
0.4494221884355921,3.777720799881057,2,1.8829300674714759e-16,3.467933843331503e-17,1.298233419552115e-17,2
0.0,0.1855271223462992,1,4.0323420278901604e-14,5.615241903113181e-16,6.344045540273385e-18,2
0.0,0.12884829951181448,1,7.49928912450049e-15,3.0950512878110544e-16,1.7755630686836954e-18,2
0.4541383245827828,5.890522114315395,2,2.1952440029685646e-16,6.837132088824127e-17,4.2775421563938266e-17,2
0.4233084969083781,2.5569075643357486,1,1.40694469286794e-17,1.561705941022248e-17,7.44192366956002e-20,2
0.45290948261347225,2.2341754126332214,1,5.340249651712461e-16,2.1350605940448247e-17,3.777564126488119e-19,2
0.0,0.11645510693828721,2,7.129752923983923e-15,2.7437435819176634e-16,4.727650060251684e-17,2
0.4237018051550656,2.0444208597025773,2,2.4765848055678344e-17,1.0313432120014388e-17,1.3536608616285573e-18,2
0.0,0.006040386228693288,1,3.5045618862733042e-19,6.677699082910007e-18,4.211780318132955e-21,2
0.0,0.00571315063112613,1,1.9726357462198158e-19,6.191800538830684e-18,1.604798563520845e-21,2
0.4546040845555891,3.890896566307635,1,6.335711948497748e-16,4.6191448496708075e-17,2.2803837298527217e-18,2
0.4268451074093626,1.8907931678746994,1,2.5031890557885275e-17,8.760120810770942e-18,7.520403932370164e-20,2
