concentration,BGE,r
0.0005,0.40819065843539615,0.06794717885159836
0.001,0.3004208531360168,0.04738285775448414
0.005,0.17997943454255544,0.03261512621358228
0.01,0.17843707872934592,0.030213828411270762
0.05,0.3651637008428881,0.05196293191030959
0.1,0.15809497468123504,0.030889221638960303
0.5,0.39975178820172325,0.06687536554517981
0.1,1.0e-15,0.1788457787332927
1.0e-7,0.3541734035938567,0.05021546923741875
5.0e-7,0.3660265603318291,0.052298825496774726
1.0e-6,0.4156614200960655,0.04518202861076861
5.0e-6,0.4108662513387045,0.041823970924664416
1.0e-5,1.0e-15,0.15640830484950546
5.0e-5,0.3750672207744622,0.04992648718987639
0.0001,0.2556022968670104,0.02985821104784754
0.0005,0.36439966561790177,0.04116325775101153
0.001,0.17604814634489496,0.024369785043217015
0.005,0.07884023630491803,0.03168569020226789
0.01,0.23341351339299793,0.02782205452906185
0.05,0.06137633848560006,0.02038961183453486
0.1,0.3701086069671222,0.03907396095476924
0.5,0.38414129337622954,0.049048799213105725
0.1,0.3430937169060499,0.03213273342668388
1.0e-7,0.36811247552824333,0.0409989076544916
5.0e-7,0.3816894872460815,0.051972052418254214
1.0e-6,0.3724328878630392,0.04219455554453672
5.0e-6,0.3182897011311531,0.028089319310480455
1.0e-5,0.3450416914084535,0.03255218321449796
5.0e-5,0.1239824282019094,0.03317639267671535
0.0001,1.0e-15,0.06805240509099465
0.0005,1.0e-15,0.1332098227135908
0.001,0.2574212720339605,0.021053526651036197
0.005,1.0e-15,0.05433426248586868
0.01,0.33297329844560175,0.030651838380821257
0.05,1.0e-15,0.16668565116421438
0.1,0.24919412572376215,0.030411215627966712
0.5,0.2677212544057342,0.02248531761104009
0.1,0.35162765682071556,0.021331247125107776
1.0e-7,0.3393964036428728,0.02214718034772812
5.0e-7,1.0e-15,0.14006462215689125
1.0e-6,0.27301111076622586,0.031193457984196794
5.0e-6,0.4670496109110355,0.2787074737323672
1.0e-5,0.47958371992320603,0.3447436679412982
5.0e-5,0.46124845739943315,0.2796898520640755
0.0001,0.455622205924553,0.2803386205098081
0.0005,0.465164681210005,0.2795899281615204
0.001,0.45698510715444707,0.30065356012808514
0.005,0.4816206689317224,0.4199401219228597
0.01,0.47927312186041254,0.3534453203630981
0.05,0.4776460808339722,0.337240862919774
0.1,0.48051204736676895,0.41019059075589775
0.5,0.47881566632773465,0.37637392811551174
0.1,0.4811598300452635,0.4391075772636134
1.0e-7,0.47383721150926694,0.3007137531399951
5.0e-7,0.4762582716390241,0.31281124712379627
1.0e-6,0.4581116780343074,0.28091887931930093
5.0e-6,0.44820613344624666,0.2876391969155778
1.0e-5,0.44463382756633846,0.2773413076241011
5.0e-5,0.4721593979637313,0.3363251104502767
0.0001,0.43676654827891775,0.2802377918119183
0.0005,0.4771922684065454,0.34859375399070935
0.001,0.34660914818537464,0.17356772855030295
0.005,0.4665529965385687,0.2778876876379583
0.01,0.46789698797069945,0.27831855685692103
0.05,0.47246986423265624,0.13654327936633265
0.1,0.4718861231167994,0.12494400852764605
0.5,0.3913575559754616,0.21169235922600965
0.1,0.4656921641094989,0.2599390576372054
1.0e-7,0.38467888501171965,0.05847325995585403
5.0e-7,0.4298333333881502,0.10681659498809666
1.0e-6,0.34828093963429396,0.0481124485891202
5.0e-6,0.3091651499852681,0.05282852344464144
1.0e-5,0.3738890969342213,0.05458392663946809
5.0e-5,0.29491940729646926,0.04745633761226953
0.0001,0.4309743125250417,0.08275260532060123
0.0005,0.4369856321893478,0.07408792539785299
0.001,0.4214013396618519,0.0763869565195159
0.005,0.4282315171377352,0.10115892140082047
0.01,0.4352714562594141,0.0797232013677677
0.05,0.4310887420020332,0.10054850660231034
0.1,0.4100452566109134,0.0718773740403805
0.5,0.41970487569497095,0.07874655251164318
0.1,0.32713500014935715,0.055977362465960905
1.0e-7,0.2237487029672186,0.04056974691930868
5.0e-7,0.22322746384832967,0.03779923465813006
1.0e-6,0.38319192215531567,0.06205175317189605
5.0e-6,0.20754519748561545,0.03924189297408731
1.0e-5,0.4108802491934338,0.07837172581014187
5.0e-5,1.0e-15,0.18299992235634058
0.0001,0.37430447062965017,0.05956142636079595
0.0005,0.3842105563467891,0.06180497824016628
0.001,0.42285832639977616,0.0425806120374911
0.005,1.0e-15,0.005713177769718743
0.01,1.0e-15,0.16201145669871936
0.05,0.38994151143206,0.059051868990674314
0.1,1.0e-15,0.103879505852486
0.5,0.4418338000678279,0.1319437883983261
0.1,0.3874726252762102,0.07542716066342973
1.0e-7,0.3650956732067603,0.08136844661084436
5.0e-7,0.40462033730460656,0.08264538856518763
1.0e-6,0.3569411317246445,0.06698983481930157
5.0e-6,0.44477847003849413,0.11935439539146636
1.0e-5,0.4483550628227548,0.11181317547104476
5.0e-5,0.43835430442701623,0.10147538414389574
0.0001,1.0e-15,0.05291355301172548
0.0005,1.0e-15,0.04101802574796493
0.001,0.44714009388208736,0.11164093784040419
0.005,0.4328715543454023,0.10191724335072366
0.01,1.0e-15,0.0807793341928071
0.05,0.37735098037107934,0.08527574728536369
0.1,0.31089340643329116,0.06842060897918914
0.5,1.0e-15,0.28972031250525154
0.1,1.0e-15,0.0921654400733527
1.0e-7,0.2977143674950368,0.06052878515396013
5.0e-7,0.4345108326292665,0.1123737046818862
1.0e-6,0.012317865851229534,0.127703776370152
5.0e-6,1.0e-15,0.10203554203185564
1.0e-5,0.4182332340396977,0.09020188492379241
5.0e-5,1.0e-15,0.0060404113220983765
0.0001,1.0e-15,0.005713177769718743
0.0005,0.1160159934225672,0.047702011420485975
0.001,0.4148318244986046,0.08608284557733047
0.005,0.3770430830507595,0.0702232321041757
0.01,0.41333168649029084,0.10396230951733484
0.05,0.3503125925626094,0.05838576946948078
0.1,0.31457593048591737,0.048702800878720504
0.5,0.3695314993356887,0.06574695175864845
0.1,0.2966419399857781,0.04756613344551151
1.0e-7,0.41681398843317474,0.09906463173842454
5.0e-7,0.4219966536917978,0.09526769387462655
1.0e-6,0.40859237961977385,0.09142041737163419
5.0e-6,0.4168394925928927,0.09542896246156485
1.0e-5,0.4204925742895749,0.09636630244196623
5.0e-5,0.4201725771659973,0.11936318216013424
0.0001,0.39883692370631507,0.08576363245148375
0.0005,0.40713421634590063,0.09396792858451496
0.001,0.3304642825046332,0.052603893983420684
0.005,0.2478070222412538,0.03939457720370798
0.01,0.24341035865833155,0.04552352536953198
0.05,0.37579049617835203,0.07404660088944971
0.1,0.20630907246288904,0.0410354032231166
0.5,0.40087043185957716,0.08085143968390182
0.1,1.0e-15,0.18658349852224354
1.0e-7,0.37082820933715993,0.07147297413527552
5.0e-7,0.3765606612459292,0.07408652589289716
1.0e-6,0.40963154860609036,0.05405569561908657
5.0e-6,0.40688153599283744,0.050872491576961276
1.0e-5,1.0e-15,0.09881055417273427
5.0e-5,0.383779405506469,0.07099787452836315
0.0001,0.4050521864765139,0.09918779794589731
0.0005,0.4301481376810079,0.15659132110159668
0.001,0.38299988084725023,0.08578725434149038
0.005,0.3572812679468236,0.07457008113018929
0.01,0.39784521981515214,0.09419809153834337
0.05,0.3506451111110581,0.07522007301953779
0.1,0.43099762762961225,0.11073454339202488
0.5,0.43504171824782456,0.11469900019695042
0.1,0.4267810519747225,0.11893490469052134
1.0e-7,0.4307796990328037,0.1451170852139089
5.0e-7,0.43488973043012474,0.12838418470118643
1.0e-6,0.4324470748689761,0.1449475020872948
5.0e-6,0.42013937202057444,0.11709675381852645
1.0e-5,0.4257883707015256,0.12429034959891981
5.0e-5,0.3685393985287951,0.07909604721027691
0.0001,0.30297838087493817,0.06439549720436162
0.0005,0.3060858236958195,0.058026754903821295
0.001,0.40444490269661193,0.10633731604808658
0.005,0.2928675422257828,0.06783107415269214
0.01,0.4206238547542712,0.1280363811022983
0.05,0.03668461267041574,0.13068342021740456
0.1,0.39957500692890563,0.10049968939810042
0.5,0.4052335318468053,0.10334117391460503
0.1,0.4274960788054042,0.07499773302236756
1.0e-7,0.4247733329359621,0.07031411994524739
5.0e-7,0.1358355399641414,0.051771234524521474
1.0e-6,0.4069699693004506,0.09896661846428169
5.0e-6,0.32858512986705096,0.04621826861582804
1.0e-5,0.38182238260224766,0.07362033084227934
5.0e-5,0.2909543007614711,0.03660963033092237
0.0001,0.24331024624653141,0.04108312504749123
0.0005,0.31814953091127274,0.042594393923426274
0.001,0.22491229851408812,0.03491837666084946
0.005,0.3850348832248075,0.07316688230384678
0.01,0.3924243139385605,0.07936630423553878
0.05,0.373419789309503,0.0637993488561676
0.1,0.38885046458725514,0.08938086100133495
0.5,0.3924775453743606,0.08182672772241904
0.1,0.3881562658829428,0.07250804206248897
1.0e-7,0.35982158321159546,0.058313111166431335
5.0e-7,0.37284399265107543,0.06512695514647035
1.0e-6,0.2634128633460947,0.03185831414997373
5.0e-6,0.14710752851072165,0.029236245137492844
1.0e-5,0.14124052984423807,0.026966461146020228
5.0e-5,0.3303384744744771,0.04839032210190661
0.0001,0.1195848431998826,0.027135310797374884
0.0005,0.3645776148317892,0.05606867305358844
0.001,1.0e-15,0.17678038598869306
0.005,0.32606494685927956,0.04726012751499167
0.01,0.33404025131245035,0.04936329484264773
0.05,0.3789175836990291,0.041102764748768485
0.1,0.37146313373886597,0.032553182523665854
0.5,1.0e-15,0.15357125877735453
0.1,0.3383033431018183,0.047181232517229145
1.0e-7,0.47701832082197937,0.5448526012543037
5.0e-7,0.48260468524640454,0.8060160235423423
1.0e-6,0.47103602103240205,0.4739798123489293
5.0e-6,0.466584982191768,0.45812223621392656
1.0e-5,0.47489062941952087,0.5101518398547651
5.0e-5,0.4688254680523215,0.5235163162957512
0.0001,0.4813916392578248,0.554520840587178
0.0005,0.48180459832907196,0.5503992156744271
0.001,0.4819978697094707,0.6025746381501033
0.005,0.48082453093403293,0.6529528666997317
0.01,0.481255860967434,0.5581595511091827
0.05,0.48150879409424313,0.656267560475692
0.1,0.47988940068363045,0.5503624015208148
0.5,0.481769154270238,0.611537371599205
0.1,0.4684339668565672,0.4640663222678344
1.0e-7,0.46304086231189834,0.4915533791524448
5.0e-7,0.46065890244936336,0.46812827274613555
1.0e-6,0.4776069868080014,0.5757817363214244
5.0e-6,0.46157206584455,0.47268322704653276
1.0e-5,0.4804803256030828,0.5745957855504387
5.0e-5,0.40008868186073787,0.2996444906819579
0.0001,0.4766087237133474,0.5543126728330553
0.0005,0.477892177700852,0.573011892918237
0.001,0.4748788027327527,0.15542331975247534
0.005,0.46994360821883213,0.12494400852764605
0.01,0.4329353818335783,0.3957626277788746
0.05,0.4759716371219398,0.47106552219890613
0.1,0.41569301741329096,0.11519043936027683
0.5,0.43619493218378824,0.17528827620005796
0.1,0.3968031086385368,0.10123782067874189
1.0e-7,0.3747264628565148,0.08929137588201314
5.0e-7,0.40954082761010985,0.11006580491617605
1.0e-6,0.37080208952181276,0.09109281882130871
5.0e-6,0.43881523644670073,0.15091600596206017
1.0e-5,0.4419451002521353,0.13800873153236132
5.0e-5,0.43414698417193365,0.1318673289023176
0.0001,0.4388811882462541,0.16107943619516607
0.0005,0.441873918801458,0.1483891442319036
0.001,0.44028877473254785,0.15151440323229443
0.005,0.42982192129157526,0.13372699974233712
0.01,0.4346207464247945,0.13925127172816495
0.05,0.3843857182017974,0.09412451459052232
0.1,0.32543381524496195,0.07876350408320966
0.5,0.330951951470138,0.07186523103447859
0.1,0.416486883769211,0.12443334951480424
1.0e-7,0.32272999812216535,0.08327629292326
5.0e-7,0.4302306938051216,0.14678869641503586
1.0e-6,0.09038285262179108,0.07046852910934596
5.0e-6,0.41248924642075574,0.11647916468702742
1.0e-5,0.41725131288845074,0.11932496531423759
5.0e-5,0.43514861158773505,0.08591519061390095
0.0001,1.0e-15,0.005713177707871075
0.0005,0.17425199139589773,0.04748333268606067
0.001,0.4172221393875679,0.1142331499306417
0.005,1.0e-15,0.10387950583599256
0.01,0.4502163893055847,0.21188024722915152
0.05,0.4197016156936283,0.14641596719637032
0.1,0.4050317302913485,0.13471301584658504
0.5,0.42810012595124636,0.1535930128050507
0.1,0.4057346392667513,0.14342459752734849
1.0e-7,0.44746971442381783,0.16987000257734958
5.0e-7,0.4524830873974447,0.22214046784205083
1.0e-6,0.4463625516298272,0.19280214926490508
5.0e-6,1.0e-15,0.052913552995522334
1.0e-5,1.0e-15,0.04101802572274109
5.0e-5,0.4513901329772735,0.23069008710324157
0.0001,0.44184469866383913,0.166731894353066
0.0005,1.0e-15,0.08077933417502121
0.001,0.41144526060874154,0.1396313582554915
0.005,0.3804270492561916,0.12543609995955285
0.01,1.0e-15,0.28972031249369223
0.05,1.0e-15,0.09216544006458065
0.1,0.37263329786867466,0.13580206613587592
0.5,0.4452561034288649,0.18771476718685087
0.1,0.220733581277414,0.10530154327414
1.0e-7,1.0e-15,0.10203554201511272
5.0e-7,0.43643585679669833,0.18781999292894586
1.0e-6,1.0e-15,0.006040411265296263
5.0e-6,1.0e-15,0.005713177707871075
1.0e-5,0.2750163555419587,0.08819791122072523
5.0e-5,0.43597706753547594,0.180194582167013
0.0001,0.4191281888879725,0.28631755358343025
0.0005,0.4277129283975495,0.38577782539394845
0.001,0.41290696892470774,0.2683846400999455
0.005,0.40587022448114257,0.2538846856425787
0.01,0.41707696568527086,0.27875170872870053
0.05,0.4048334626705852,0.26313402605843317
0.1,0.4267866086469134,0.30918893197330655
0.5,0.4289245375642655,0.39884899500694404
0.1,0.42466594769944704,0.2767686884877716
1.0e-7,0.4272735534382418,0.36578074950948825
5.0e-7,0.4284789211142576,0.417489642670891
1.0e-6,0.4278422706757854,0.38926401015902234
5.0e-6,0.4244549047830179,0.3202421845382507
1.0e-5,0.42593264057083674,0.3210498515004167
5.0e-5,0.4089431818747084,0.260178300788659
0.0001,0.39010749751406565,0.24542049442573613
0.0005,0.39194757911416245,0.23255888958781487
0.001,0.42082579383212926,0.3184504911204146
0.005,0.3793291282430008,0.23562783628335127
0.01,0.4238324257694328,0.29454879506033915
0.05,0.29899626353453385,0.13204146203147785
0.1,0.41883190302225026,0.28804900374347736
0.5,0.4201293212652805,0.2923009509960227
0.1,0.42283733356280084,0.13654327936633265
1.0e-7,0.4218828198318955,0.12494400852764605
5.0e-7,0.3361273737745834,0.16319532294554587
1.0e-6,0.41962124596438405,0.27898042571459963
5.0e-6,0.4316030722897165,0.3612129800826042
1.0e-5,0.43782429520012633,0.4716468568686125
5.0e-5,0.4268955939029788,0.34499600705596156
0.0001,0.42126964064535194,0.327593316208441
0.0005,0.4301299728249948,0.35547252036377613
0.001,0.4212398408053748,0.3509773812483562
0.005,0.4385047508875931,0.4298918782816231
0.01,0.43917593036552016,0.4588320926421528
0.05,0.43792994059525703,0.4361866377618853
0.1,0.43839255612862565,0.5049599355601541
0.5,0.43867426318160374,0.47976398466340725
0.1,0.43885694547326365,0.525591387237361
1.0e-7,0.435379748926449,0.37909001670010106
5.0e-7,0.437616113948265,0.42953464845426936
1.0e-6,0.42367924692005043,0.3345490758977953
5.0e-6,0.4143595226710773,0.332516815917696
1.0e-5,0.4120088688813316,0.31915580942899135
5.0e-5,0.4334375726715795,0.4127161116531856
0.0001,0.40431877056358756,0.3247492986743036
0.0005,0.43714716664507686,0.44502546516274977
0.001,0.3422875966858683,0.19438113688515168
0.005,0.43110622403026005,0.36217467163186406
0.01,0.4321292285927647,0.3649727776127111
0.05,0.4307198860004046,0.14077051969555757
0.1,0.4300891129884015,0.13067956564818078
0.5,0.3720655880915671,0.24240691375516638
0.1,0.43140901953172023,0.33885734220015407
1.0e-7,0.3907052517882956,0.21193867678340697
5.0e-7,0.40062778303492175,0.25602902977626035
1.0e-6,0.3823648282930799,0.19562097847555307
5.0e-6,0.37231992348686416,0.17932725510573388
1.0e-5,0.3880764526473921,0.20653004102538974
5.0e-5,0.36624260220542315,0.16818267619798966
0.0001,0.4015959357818087,0.24130347178073594
0.0005,0.40308230952220847,0.28145862750060463
0.001,0.39932280274062576,0.23152726484099134
0.005,0.40226249484082677,0.28088594614507256
0.01,0.40273398070699873,0.2993842443367887
0.05,0.401436008441722,0.24312421845590965
0.1,0.3974924986576125,0.23711000427896992
0.5,0.3998820658314819,0.2484454589384962
0.1,0.37671346648104714,0.18603580464504094
1.0e-7,0.3481319962044275,0.16691404958577577
5.0e-7,0.35229320969031525,0.15647899865136178
1.0e-6,0.38936182979857925,0.20268779945117887
5.0e-6,0.33455969257785245,0.1606229433840416
1.0e-5,0.39688885706615296,0.22217756990669654
5.0e-5,0.23217590720888626,0.103016313628984
0.0001,0.3896965871440637,0.21290996841494594
0.0005,0.3920154369323476,0.21555491316142267
0.001,0.39732775928071223,0.12589523987393128
0.005,0.39619237379673483,0.11626815719608986
0.01,0.27446899211970216,0.09936513123094196
0.05,0.39127765192978675,0.20641029150313986
0.1,0.48222166567006497,1.1126668172765577
0.5,0.48071630732095116,1.0996613862864033
0.1,0.4793428089754177,1.1419521422069518
1.0e-7,0.4809538187379532,1.350962518686952
5.0e-7,0.48140437225165195,1.1265291502204051
1.0e-6,0.4816218807606854,1.7705038513257545
5.0e-6,0.47994446021041937,0.6871626063035572
1.0e-5,0.47901203541984005,0.6788260183533504
5.0e-5,0.4751564043492683,0.8068153047377169
0.0001,0.4725882706772127,0.8118927508937736
0.0005,0.4788848033360766,0.7007851164987161
0.001,0.4748434997854634,0.751831453639003
0.005,0.48242372174868164,1.0304917774237305
0.01,0.48323967465326445,0.9188611092207327
0.05,0.4816410205139542,1.3002442860419587
0.1,0.47713787790241263,1.439497485431232
0.5,0.47951771905031726,1.5236962367829083
0.1,0.4812202527985805,1.3586511607091578
1.0e-7,0.4771858843402698,1.7911775190926396
5.0e-7,0.48235642245360044,1.2802801547951836
1.0e-6,0.46463338856589365,1.0004376828956993
5.0e-6,0.48155072257661335,1.1036847723615835
1.0e-5,0.4821363488911907,1.0891090107186012
5.0e-5,0.45471394831551615,0.18704964021801393
0.0001,0.4541460590753623,0.16787448919517797
0.0005,0.4694593091107274,1.2736097277322125
0.001,0.48283960709069984,1.026041199213376
0.005,0.4386221998576657,0.4028739918559391
0.01,0.44447311467020845,0.5635712420237633
0.05,0.4344987803626342,0.38766447399045034
0.1,0.42962301210819154,0.37170754822751223
0.5,0.43738662566107184,0.39857253811224186
0.1,0.42970880273759915,0.40071007575717793
1.0e-7,0.4452277713698202,0.49312925302956834
5.0e-7,0.4457324502218817,0.517773974395949
1.0e-6,0.4428086897130318,0.423094513076427
5.0e-6,0.44495549188061134,0.5818258168744754
1.0e-5,0.44525633585420493,0.5396092430529595
5.0e-5,0.4453863112192457,0.5993980133404586
0.0001,0.44242385213189606,0.4396056988280336
0.0005,0.44467007553074334,0.5139415748439251
