val,meas,response,concentration
0.0015905305065936767,r,negative,1.0e-7
0.04550889392740512,r,positive,1.0e-7
0.04523769006324214,r,positive,1.0e-7
0.022618436803463326,r,positive,1.0e-7
0.015677767906470078,r,positive,1.0e-7
0.003912281483764987,r,positive,1.0e-7
0.0082735773020119,r,positive,1.0e-7
0.007167956201735895,r,positive,1.0e-7
0.0034057438913706853,r,negative,1.0e-7
0.005119514613255712,r,negative,1.0e-7
0.0029615475461067095,r,negative,1.0e-7
0.004818086108917712,r,positive,1.0e-7
0.005742969793504171,r,positive,1.0e-7
0.0395721451147928,r,positive,1.0e-7
0.02703468261263267,r,negative,1.0e-7
0.03229632640613625,r,positive,1.0e-7
0.004260612023686634,r,positive,1.0e-7
0.02634381105196814,r,negative,1.0e-7
0.0009572634971496938,r,positive,1.0e-7
0.06824926273487569,r,positive,1.0e-7
0.008729371828108358,r,negative,1.0e-7
0.006890389700943324,r,negative,1.0e-7
0.004722813867424859,r,positive,1.0e-7
0.004654889460093788,r,positive,1.0e-7
0.0790305878129398,r,positive,1.0e-7
0.012657148501177303,r,positive,1.0e-7
0.04580092426347734,r,positive,1.0e-7
0.0007209732660195772,r,negative,1.0e-7
0.04360511423185976,r,positive,1.0e-7
0.04361943738526746,r,positive,1.0e-7
0.03610507919744742,r,positive,1.0e-7
0.014925877776537954,r,positive,1.0e-7
0.0022214438606814927,r,positive,1.0e-7
0.004049570237050777,r,positive,1.0e-7
0.004131666583196491,r,positive,1.0e-7
0.0015898498504124162,r,negative,1.0e-7
0.0025137657787137895,r,negative,1.0e-7
0.0014037985353464355,r,negative,1.0e-7
0.004559344766957647,r,positive,1.0e-7
0.0031912614191006643,r,positive,1.0e-7
0.038067167945234,r,positive,1.0e-7
0.025854384654370347,r,negative,1.0e-7
0.03114859047828245,r,positive,1.0e-7
0.022479974850623887,r,positive,1.0e-7
0.02596788979885439,r,negative,1.0e-7
0.0007642122816794882,r,positive,1.0e-7
0.06719315771230099,r,positive,1.0e-7
0.03932728570961696,r,negative,1.0e-7
0.017387677309028043,r,negative,1.0e-7
0.002434142584536177,r,positive,1.0e-7
0.002409825358901451,r,positive,1.0e-7
0.07834378861328829,r,positive,1.0e-7
0.054193555420836315,r,positive,1.0e-7
0.03743537114319269,r,positive,1.0e-7
0.008248893383256588,r,negative,1.0e-7
0.029005002765788664,r,positive,1.0e-7
0.024427099236422698,r,positive,1.0e-7
0.027300263598212877,r,positive,1.0e-7
0.009984729043811404,r,positive,1.0e-7
0.01737398689658994,r,positive,1.0e-7
0.029166561034163485,r,positive,1.0e-7
0.037848543125900934,r,positive,1.0e-7
0.019826149545123423,r,negative,1.0e-7
0.018849544190685744,r,negative,1.0e-7
0.014833150371889793,r,negative,1.0e-7
0.028904070603542435,r,positive,1.0e-7
0.03248008803945754,r,positive,1.0e-7
0.02286428502220568,r,positive,1.0e-7
0.01472718015418851,r,negative,1.0e-7
0.01853562225710444,r,positive,1.0e-7
0.021642773584155048,r,positive,1.0e-7
0.0051744325826882575,r,negative,1.0e-7
0.006407701849206528,r,positive,1.0e-7
0.08283653749420168,r,positive,1.0e-7
0.03300008129701965,r,negative,1.0e-7
0.026188337045323806,r,negative,1.0e-7
0.02491067188695934,r,positive,1.0e-7
0.02179177645286063,r,positive,1.0e-7
0.026852127834118097,r,positive,1.0e-7
0.04438543376384723,r,positive,1.0e-7
0.010908974860873097,r,positive,1.0e-7
0.0018769330539088068,r,negative,1.0e-7
0.027384732444719933,r,positive,1.0e-7
0.04579359775968798,r,positive,1.0e-7
0.008021066693818305,r,positive,1.0e-7
0.0159365911881537,r,positive,1.0e-7
0.0033774953303759036,r,positive,1.0e-7
0.009596550211471997,r,positive,1.0e-7
0.00818098531706892,r,positive,1.0e-7
0.003996214679737082,r,negative,1.0e-7
0.005934495096052673,r,negative,1.0e-7
0.003464900930113913,r,negative,1.0e-7
0.005548712463357735,r,positive,1.0e-7
0.006596966687288259,r,positive,1.0e-7
0.04008897193839422,r,positive,1.0e-7
0.027440733804798337,r,negative,1.0e-7
0.032691217583510915,r,positive,1.0e-7
0.0048184142414881325,r,positive,1.0e-7
0.007517938788307572,r,negative,1.0e-7
0.001118684804110311,r,positive,1.0e-7
0.06861213803781535,r,positive,1.0e-7
0.009578686968048733,r,negative,1.0e-7
0.007569403785907986,r,negative,1.0e-7
0.005557147278227438,r,positive,1.0e-7
0.002328470459388109,r,positive,1.0e-7
0.0792674135595911,r,positive,1.0e-7
0.013802522022148192,r,positive,1.0e-7
0.04371104732237825,r,positive,1.0e-7
0.00279224460897872,r,negative,1.0e-7
0.01126530852649696,r,positive,1.0e-7
0.028706190762062992,r,positive,1.0e-7
0.01052262547211548,r,positive,1.0e-7
0.00965904767418943,r,positive,1.0e-7
0.006279862337950361,r,positive,1.0e-7
0.01319138658098855,r,positive,1.0e-7
0.011575584576810705,r,positive,1.0e-7
0.008651653661716571,r,negative,1.0e-7
0.008876475354419449,r,negative,1.0e-7
0.0049820407644671745,r,negative,1.0e-7
0.008056017822431124,r,positive,1.0e-7
0.02432771349095082,r,positive,1.0e-7
0.02547189219137191,r,positive,1.0e-7
0.028974504377534818,r,negative,1.0e-7
0.07593268055655666,r,positive,1.0e-7
0.021219256975522915,r,positive,1.0e-7
0.008081376772418108,r,negative,1.0e-7
0.0016790972946551666,r,positive,1.0e-7
0.06997378513768031,r,positive,1.0e-7
0.03747623757392067,r,negative,1.0e-7
0.007236495141686626,r,negative,1.0e-7
0.002287548775304074,r,positive,1.0e-7
0.002328470459388109,r,positive,1.0e-7
0.08017007536622885,r,positive,1.0e-7
0.017889417281237562,r,positive,1.0e-7
0.19995999334341177,r,positive,1.0e-5
0.05621272754667088,r,negative,1.0e-5
0.17039977930765282,r,positive,1.0e-5
0.15304437391839085,r,positive,1.0e-5
0.1534348132476982,r,positive,1.0e-5
0.06170768615974661,r,positive,1.0e-5
0.09265662111137535,r,positive,1.0e-5
0.18929159330259254,r,positive,1.0e-5
0.19478520486315698,r,positive,1.0e-5
0.10239118623643603,r,negative,1.0e-5
0.11229263503939728,r,negative,1.0e-5
0.08638709228493313,r,negative,1.0e-5
0.13558144607943273,r,positive,1.0e-5
0.16239888899232974,r,positive,1.0e-5
0.13936799781745585,r,positive,1.0e-5
0.09937532049884676,r,negative,1.0e-5
0.09938870402146492,r,positive,1.0e-5
0.10888354323413386,r,positive,1.0e-5
0.03838895399256548,r,negative,1.0e-5
0.02792394403430029,r,positive,1.0e-5
0.11446985967153038,r,positive,1.0e-5
0.17303410719712953,r,negative,1.0e-5
0.13750146713689154,r,negative,1.0e-5
0.05170995690223766,r,positive,1.0e-5
0.051150008439108344,r,positive,1.0e-5
0.08184354435861514,r,positive,1.0e-5
0.23754839622948454,r,positive,1.0e-5
0.24207269764429906,r,positive,1.0e-5
0.06541966624673752,r,negative,1.0e-5
0.21597897258154658,r,positive,1.0e-5
0.19722215634181117,r,positive,1.0e-5
0.20538502710169917,r,positive,1.0e-5
0.08266948130782185,r,positive,1.0e-5
0.11313275757685771,r,positive,1.0e-5
0.2127269527527179,r,positive,1.0e-5
0.22977909058195853,r,positive,1.0e-5
0.13080561864392062,r,negative,1.0e-5
0.12078810246150416,r,negative,1.0e-5
0.09008386254415914,r,negative,1.0e-5
0.19035859489837934,r,positive,1.0e-5
0.21681050412643255,r,positive,1.0e-5
0.1786256836161477,r,positive,1.0e-5
0.1496704928585577,r,negative,1.0e-5
0.14855918869645587,r,positive,1.0e-5
0.13643590095602462,r,positive,1.0e-5
0.05115138023060041,r,negative,1.0e-5
0.041960132562925266,r,positive,1.0e-5
0.15130702668313345,r,positive,1.0e-5
0.21448622364516515,r,negative,1.0e-5
0.1714682209773123,r,negative,1.0e-5
0.058058361769259596,r,positive,1.0e-5
0.057373679709298374,r,positive,1.0e-5
0.11138392897229651,r,positive,1.0e-5
0.29283811880016614,r,positive,1.0e-5
0.15402790028590563,r,positive,1.0e-5
0.038364729629134495,r,negative,1.0e-5
0.12577205266196892,r,positive,1.0e-5
0.11139165210156028,r,positive,1.0e-5
0.11465179277374613,r,positive,1.0e-5
0.044189773361125805,r,positive,1.0e-5
0.07551038718728031,r,positive,1.0e-5
0.17417211954107742,r,positive,1.0e-5
0.1556884227998526,r,positive,1.0e-5
0.08365949908709804,r,negative,1.0e-5
0.10465142571801128,r,negative,1.0e-5
0.07121718527686863,r,negative,1.0e-5
0.09325999218965308,r,positive,1.0e-5
0.1250784542405786,r,positive,1.0e-5
0.10187619509524104,r,positive,1.0e-5
0.07130486323301022,r,negative,1.0e-5
0.07128449629566688,r,positive,1.0e-5
0.08166910246015963,r,positive,1.0e-5
0.027168920546045586,r,negative,1.0e-5
0.021774785402185855,r,positive,1.0e-5
0.07820289891715462,r,positive,1.0e-5
0.13501366610417562,r,negative,1.0e-5
0.10607106369916802,r,negative,1.0e-5
0.05318811438992069,r,positive,1.0e-5
0.052949047464287725,r,positive,1.0e-5
0.05514807480144438,r,positive,1.0e-5
0.17683399051878498,r,positive,1.0e-5
0.5165949579499299,r,positive,1.0e-5
0.0911015251515604,r,negative,1.0e-5
0.48226676187984263,r,positive,1.0e-5
0.46533017861509646,r,positive,1.0e-5
0.4036414176470079,r,positive,1.0e-5
0.3225881340990133,r,positive,1.0e-5
0.1537508432216023,r,positive,1.0e-5
0.27293333734699815,r,positive,1.0e-5
0.3660944706855438,r,positive,1.0e-5
0.17070579926056384,r,negative,1.0e-5
0.16411468272251456,r,negative,1.0e-5
0.13321915965927816,r,negative,1.0e-5
0.3139882273851025,r,positive,1.0e-5
0.3149688759671386,r,positive,1.0e-5
0.4032704714042776,r,positive,1.0e-5
0.47017271428492946,r,negative,1.0e-5
0.4714072657831589,r,positive,1.0e-5
0.34801049411007773,r,positive,1.0e-5
0.2218247410354127,r,negative,1.0e-5
0.07388215321086264,r,positive,1.0e-5
0.5040894274167965,r,positive,1.0e-5
0.4457961240262524,r,negative,1.0e-5
0.3171309183839768,r,negative,1.0e-5
0.07777854118138587,r,positive,1.0e-5
0.07994156861614092,r,positive,1.0e-5
0.4352438730453206,r,positive,1.0e-5
0.4972183216924633,r,positive,1.0e-5
0.28424186315635824,r,positive,1.0e-5
0.07446189743150297,r,negative,1.0e-5
0.25654800984836434,r,positive,1.0e-5
0.2231455141030909,r,positive,1.0e-5
0.20725244416058913,r,positive,1.0e-5
0.09492939597043176,r,positive,1.0e-5
0.11313275757685771,r,positive,1.0e-5
0.20645513693029446,r,positive,1.0e-5
0.26046262475992604,r,positive,1.0e-5
0.11966897468851682,r,negative,1.0e-5
0.12078810246150416,r,negative,1.0e-5
0.0961496865492902,r,negative,1.0e-5
0.218430257540255,r,positive,1.0e-5
0.22085050769327044,r,positive,1.0e-5
0.20322319258800192,r,positive,1.0e-5
0.17072978802411656,r,negative,1.0e-5
0.16957432473456707,r,positive,1.0e-5
0.16158906926511113,r,positive,1.0e-5
0.05864819989115692,r,negative,1.0e-5
0.04880523641184906,r,positive,1.0e-5
0.17305545045754955,r,positive,1.0e-5
0.250523306760652,r,negative,1.0e-5
0.1989146950164498,r,negative,1.0e-5
0.059532257744032625,r,positive,1.0e-5
0.0023284699666497057,r,positive,1.0e-5
0.12804976151424233,r,positive,1.0e-5
0.33809365699504673,r,positive,1.0e-5
0.043711047186711025,r,positive,1.0e-5
0.07612906078083627,r,negative,1.0e-5
0.3247076048298808,r,positive,1.0e-5
0.2851863360017708,r,positive,1.0e-5
0.2951761070670524,r,positive,1.0e-5
0.1269417174039325,r,positive,1.0e-5
0.11313275757685771,r,positive,1.0e-5
0.2182631779218417,r,positive,1.0e-5
0.2720592964865359,r,positive,1.0e-5
0.008651653609928166,r,negative,1.0e-5
0.008876475247716406,r,negative,1.0e-5
0.10123526090993751,r,negative,1.0e-5
0.26701641578580254,r,positive,1.0e-5
0.024327713386243968,r,positive,1.0e-5
0.2625633160381196,r,positive,1.0e-5
0.23418840680578992,r,negative,1.0e-5
0.07593268049733531,r,positive,1.0e-5
0.02121925693604351,r,positive,1.0e-5
0.07828413883070684,r,negative,1.0e-5
0.060337003853490306,r,positive,1.0e-5
0.24293829527956615,r,positive,1.0e-5
0.03747623745371225,r,negative,1.0e-5
0.24661096335330168,r,negative,1.0e-5
0.0022875483548017396,r,positive,1.0e-5
0.0023284699666497057,r,positive,1.0e-5
0.18070452582394703,r,positive,1.0e-5
0.41753953087131235,r,positive,1.0e-5
0.7720924672409039,r,positive,0.001
0.1500657459459711,r,negative,0.001
0.7722367248151224,r,positive,0.001
0.7596052627146168,r,positive,0.001
0.6090871087761235,r,positive,0.001
0.4890158573841728,r,positive,0.001
0.20720452168271083,r,positive,0.001
0.3804618681193294,r,positive,0.001
0.53351513470644,r,positive,0.001
0.23105397729156268,r,negative,0.001
0.21539196244845593,r,negative,0.001
0.1781786103037156,r,negative,0.001
0.4929716292405724,r,positive,0.001
0.4877295698208844,r,positive,0.001
0.6624297813795038,r,positive,0.001
0.7431913309682243,r,negative,0.001
0.758120500012936,r,positive,0.001
0.570020088348142,r,positive,0.001
0.3906205900712,r,negative,0.001
0.12402057326075286,r,positive,0.001
0.7985971651229193,r,positive,0.001
0.6670467337735708,r,negative,0.001
0.5215376680926945,r,negative,0.001
0.09265266613102847,r,positive,0.001
0.09121933359935157,r,positive,0.001
0.7259821952941697,r,positive,0.001
0.8592461284894102,r,positive,0.001
0.8266659869016486,r,positive,0.001
0.15383016048218617,r,negative,0.001
0.807459288684158,r,positive,0.001
0.8215325280230781,r,positive,0.001
0.6542560542068139,r,positive,0.001
0.5147386750342141,r,positive,0.001
0.21240151676420785,r,positive,0.001
0.3876334663882975,r,positive,0.001
0.5461002845602906,r,positive,0.001
0.23719955337143428,r,negative,0.001
0.2256084990022366,r,negative,0.001
0.18166726180480391,r,negative,0.001
0.5274283965899976,r,positive,0.001
0.5099506960171453,r,positive,0.001
0.7080083387380924,r,positive,0.001
0.7875875842790296,r,negative,0.001
0.7786636093465686,r,positive,0.001
0.6016731906137919,r,positive,0.001
0.3956733639256011,r,negative,0.001
0.13332454662101947,r,positive,0.001
0.8255334131118992,r,positive,0.001
0.6952903790332444,r,negative,0.001
0.5270930093778478,r,negative,0.001
0.09398316121590145,r,positive,0.001
0.09330779836605528,r,positive,0.001
0.7794253871235036,r,positive,0.001
0.8636027347665088,r,positive,0.001
0.74480451569493,r,positive,0.001
0.14718883234628657,r,negative,0.001
0.7393488399244151,r,positive,0.001
0.7578628829349641,r,positive,0.001
0.582569002834982,r,positive,0.001
0.4777131715469533,r,positive,0.001
0.20211241107719743,r,positive,0.001
0.3656162343673103,r,positive,0.001
0.5118646342321133,r,positive,0.001
0.2245201163039687,r,negative,0.001
0.20665936965030376,r,negative,0.001
0.17298407256498213,r,negative,0.001
0.48181979093471655,r,positive,0.001
0.47198500498499324,r,positive,0.001
0.6467297430728723,r,positive,0.001
0.6878133824195372,r,negative,0.001
0.6996851172533548,r,positive,0.001
0.5426748828517405,r,positive,0.001
0.32312948164062627,r,negative,0.001
0.11829063290778974,r,positive,0.001
0.7441535515678296,r,positive,0.001
0.6372494570879409,r,negative,0.001
0.49946477799708766,r,negative,0.001
0.08797899819857308,r,positive,0.001
0.08518020498792181,r,positive,0.001
0.6850024094741975,r,positive,0.001
0.7916482716295707,r,positive,0.001
0.8811858019155747,r,positive,0.001
0.1701381327127215,r,negative,0.001
0.8729382952170702,r,positive,0.001
0.9066608144524736,r,positive,0.001
0.7049102882045334,r,positive,0.001
0.6222334865284141,r,positive,0.001
0.22267846696799684,r,positive,0.001
0.4071871540834067,r,positive,0.001
0.577007973248941,r,positive,0.001
0.26067582956399626,r,negative,0.001
0.23842947575683132,r,negative,0.001
0.19888008072014488,r,negative,0.001
0.569697216203798,r,positive,0.001
0.5427004928998005,r,positive,0.001
0.7775046307865795,r,positive,0.001
0.9109130058043367,r,negative,0.001
0.9094163054795714,r,positive,0.001
0.6757771624556655,r,positive,0.001
0.48094654559288336,r,negative,0.001
0.1442812175328205,r,positive,0.001
0.9105776410555675,r,positive,0.001
0.7556555340041164,r,negative,0.001
0.5678705193964717,r,negative,0.001
0.10181096637150205,r,positive,0.001
0.10031279670969974,r,positive,0.001
0.9045796220954496,r,positive,0.001
0.9243590771719352,r,positive,0.001
0.8249838521877882,r,positive,0.001
0.1559134957746795,r,negative,0.001
0.8215540732572111,r,positive,0.001
0.8346582176225253,r,positive,0.001
0.6579243594594947,r,positive,0.001
0.5338380073043105,r,positive,0.001
0.21416521789359882,r,positive,0.001
0.3889760361858177,r,positive,0.001
0.5551196204099017,r,positive,0.001
0.24621711510550576,r,negative,0.001
0.22294863241703855,r,negative,0.001
0.18664733610372847,r,negative,0.001
0.540812804729924,r,positive,0.001
0.5175384488381114,r,positive,0.001
0.7240936164470513,r,positive,0.001
0.7792517192558115,r,negative,0.001
0.7933015894048862,r,positive,0.001
0.6247064840784802,r,positive,0.001
0.40196282340652684,r,negative,0.001
0.13421409224817635,r,positive,0.001
0.8410888131775515,r,positive,0.001
0.7092314879757398,r,negative,0.001
0.5360378957482311,r,negative,0.001
0.09564385588335732,r,positive,0.001
0.002328462238517995,r,positive,0.001
0.8121196484635562,r,positive,0.001
0.8828487260361545,r,positive,0.001
0.04881854511494085,r,positive,0.001
0.16423812125794307,r,negative,0.001
0.8406629510857556,r,positive,0.001
0.8595171587160344,r,positive,0.001
0.6809264705018159,r,positive,0.001
0.5782751668111542,r,positive,0.001
0.21760723255876627,r,positive,0.001
0.39581994446862,r,positive,0.001
0.5620085159715325,r,positive,0.001
0.00904253846069087,r,negative,0.001
0.008876474219381966,r,negative,0.001
0.19232045829487318,r,negative,0.001
0.5501080722166344,r,positive,0.001
0.026093054057059223,r,positive,0.001
0.7454177428669778,r,positive,0.001
0.8539037303038193,r,negative,0.001
0.04625526472082479,r,positive,0.001
0.028729328687471117,r,positive,0.001
0.4376366736189051,r,negative,0.001
0.13856905994249885,r,positive,0.001
0.8639767012823042,r,positive,0.001
0.0416481915067489,r,negative,0.001
0.5494542408514074,r,negative,0.001
0.002287542148535231,r,positive,0.001
0.002328462238517995,r,positive,0.001
0.8309376758215062,r,positive,0.001
0.8950944195784554,r,positive,0.001
0.9006382788650642,r,positive,0.1
0.171164589819967,r,negative,0.1
0.8956432727581738,r,positive,0.1
0.9306301089481128,r,positive,0.1
0.7212214913600135,r,positive,0.1
0.6437153331187694,r,positive,0.1
0.22524963643710424,r,positive,0.1
0.0,r,positive,0.1
0.5858155100708943,r,positive,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.5796010691304989,r,positive,0.1
0.5510604737455531,r,positive,0.1
0.7997539188135295,r,positive,0.1
0.9413775364483205,r,negative,0.1
0.9411382539512948,r,positive,0.1
0.6920943858980765,r,positive,0.1
0.5022445345066121,r,negative,0.1
0.14673782502533136,r,positive,0.1
0.9431119862128556,r,positive,0.1
0.7714464281426885,r,negative,0.1
0.5801134054541626,r,negative,0.1
0.09967850438003956,r,positive,0.1
0.09837837719694584,r,positive,0.1
0.9398666183349759,r,positive,0.1
0.9426745128317758,r,positive,0.1
0.9029093776083025,r,positive,0.1
0.17196105447432547,r,negative,0.1
0.8971350548509135,r,positive,0.1
0.9311327684099758,r,positive,0.1
0.722673126769266,r,positive,0.1
0.6452592616650751,r,positive,0.1
0.22592030980317052,r,positive,0.1
0.0,r,positive,0.1
0.5867617932220437,r,positive,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.580895403464414,r,positive,0.1
0.5523938415201503,r,positive,0.1
0.8007094227409758,r,positive,0.1
0.9421796401644206,r,negative,0.1
0.9424582692196314,r,positive,0.1
0.6932763510150615,r,positive,0.1
0.5045924078492824,r,negative,0.1
0.14719833383351624,r,positive,0.1
0.9448680289958142,r,positive,0.1
0.7734950786135708,r,negative,0.1
0.5811842294481322,r,negative,0.1
0.10206753273921064,r,positive,0.1
0.1006142970356465,r,positive,0.1
0.9419869545111766,r,positive,0.1
0.945308263082858,r,positive,0.1
0.8976565293463281,r,positive,0.1
0.1698484014797708,r,negative,0.1
0.8923875721697633,r,positive,0.1
0.9267012508218734,r,positive,0.1
0.7192852625925894,r,positive,0.1
0.6399517138871558,r,positive,0.1
0.2241849739500471,r,positive,0.1
0.0,r,positive,0.1
0.5838779889236216,r,positive,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.5777319516273876,r,positive,0.1
0.5493222661516166,r,positive,0.1
0.7969692971420924,r,positive,0.1
0.9363735050339842,r,negative,0.1
0.9377376872620776,r,positive,0.1
0.68955023247077,r,positive,0.1
0.49993825584400037,r,negative,0.1
0.14606393312486507,r,positive,0.1
0.940512072486269,r,positive,0.1
0.7695145318925125,r,negative,0.1
0.5783030634872507,r,negative,0.1
0.09798504252476328,r,positive,0.1
0.09638464145586856,r,positive,0.1
0.9361806823255082,r,positive,0.1
0.9405975945248317,r,positive,0.1
0.906301943257804,r,positive,0.1
0.17366958646203665,r,negative,0.1
0.901481110203855,r,positive,0.1
0.9359841149192836,r,positive,0.1
0.726109584405096,r,positive,0.1
0.6493289835146321,r,positive,0.1
0.2268854358578443,r,positive,0.1
0.0,r,positive,0.1
0.5893767933207188,r,positive,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.5840026892763717,r,positive,0.1
0.5548832783422635,r,positive,0.1
0.804613781953086,r,positive,0.1
0.9481869961816094,r,negative,0.1
0.9479347645579034,r,positive,0.1
0.6978441303917685,r,positive,0.1
0.5085209319381465,r,negative,0.1
0.1480774469221658,r,positive,0.1
0.9485733004013085,r,positive,0.1
0.7768877103937356,r,negative,0.1
0.5841342329369007,r,negative,0.1
0.10457493772996436,r,positive,0.1
0.10344175380160693,r,positive,0.1
0.9479742588975757,r,positive,0.1
0.9490549230416437,r,positive,0.1
0.9033655000342979,r,positive,0.1
0.1723405982211514,r,negative,0.1
0.8992118333456594,r,positive,0.1
0.9326194243611253,r,positive,0.1
0.722941212022476,r,positive,0.1
0.6456644661833787,r,positive,0.1
0.22604973303514989,r,positive,0.1
0.0,r,positive,0.1
0.5869152818883574,r,positive,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.5813745902844789,r,positive,0.1
0.5527212595898555,r,positive,0.1
0.8015119078698839,r,positive,0.1
0.9432850979505388,r,negative,0.1
0.9434967721858598,r,positive,0.1
0.6942925217533986,r,positive,0.1
0.5049147786832164,r,negative,0.1
0.1473987801855778,r,positive,0.1
0.9444001032418982,r,positive,0.1
0.7738915932131605,r,negative,0.1
0.5818547307876122,r,negative,0.1
0.10212314044192349,r,positive,0.1
0.002328459378554093,r,positive,0.1
0.9429445717522825,r,positive,0.1
0.9456024887154405,r,positive,0.1
0.050177747456093165,r,positive,0.1
0.1727927099680611,r,negative,0.1
0.8993747231645209,r,positive,0.1
0.9332922308132992,r,positive,0.1
0.7245153960195669,r,positive,0.1
0.6472086220763413,r,positive,0.1
0.22635309491013228,r,positive,0.1
0.0,r,positive,0.1
0.5881120891701859,r,positive,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.0,r,negative,0.1
0.5826431941412781,r,positive,0.1
0.026579788269791512,r,positive,0.1
0.8032009599755159,r,positive,0.1
0.9446838377342581,r,negative,0.1
0.04862472911695873,r,positive,0.1
0.029664754769422017,r,positive,0.1
0.5063526946197716,r,negative,0.1
0.1475535145231465,r,positive,0.1
0.946824925307838,r,positive,0.1
0.042772343507318004,r,negative,0.1
0.5825214775671148,r,negative,0.1
0.002287539255012321,r,positive,0.1
0.002328459378554093,r,positive,0.1
0.9449184921053602,r,positive,0.1
0.9467870803711481,r,positive,0.1
