V_cell,min_gentime,transporter_density,V_max,s_sat,K
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.01,18.912093257499166
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.02,18.39747162653125
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.03,16.519864813782416
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.04,13.030349123067188
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.05,9.069295094751517
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.06,5.873458018776947
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.07,3.734690062428891
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.08,2.405974174654113
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.09,1.5909729085062068
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.1,1.0834667068184853
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.11,0.7592352862862053
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.12,0.546153970899739
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.13,0.4022044596433208
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.14,0.3024350711382729
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.15,0.23165701621443868
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.16,0.1803806319436293
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.17,0.1425247410299788
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.18,0.11409825246258458
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.19,0.09242321743317783
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.2,0.0756658534867502
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.21,0.06254679876759565
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.22,0.05215810588779666
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.23,0.04384523899834874
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.24,0.037129505820528264
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.25,0.03164346186495298
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.26,0.027009117488399632
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.27,0.023154653811763022
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.28,0.019923185234466435
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.29,0.01719349664979929
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.3,0.014871214020151784
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.31,0.012882386379945395
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.32,0.011168764853079027
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.33,0.009684285325075792
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.34,0.008392409464431722
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.35,0.007264080134089913
