V_cell,min_gentime,transporter_density,K,V_max
1.304292224749864e-17,0.9334344874102867,0.020705019145236724,0.0013061367150802759,0.0002569587556741128
1.3816542629672375e-17,3.0237154287732193,0.02203679507548778,0.0014142982339992608,0.00026898582604584903
1.462596964360153e-17,1.124465892748792,0.02572777292643425,0.0016765368982265408,0.0003088079908056094
1.547240533231524e-17,1.4876063219792954,0.028521905285831095,0.0018895132762413514,0.00033657671593403373
1.635707717394117e-17,1.3526872109328556,0.032160241114467594,0.002165485008987503,0.00037304351683995884
1.7281238311695926e-17,1.8698316144304568,0.03577050109712908,0.002448719051971638,0.0004077716222274406
1.8246167783233208e-17,4.840050449883449,0.039632967812618505,0.002758474747998213,0.0004439347025388821
1.9253170749358887e-17,2.9829105646390532,0.04481032268062999,0.0031701771112650425,0.0004930960105619407
2.0303578722121937e-17,1.1962194688532417,0.05125514568305097,0.003685474380993758,0.0005539924294233185
2.1398749792290114e-17,1.2709306759345265,0.05739539589158325,0.004195277284588957,0.0006092282018709861
2.2540068856218684e-17,3.8660846535232345,0.06338468401085479,0.00470991800588895,0.0006606160379402601
2.3728947842120736e-17,4.2278034582306665,0.07111680694729959,0.0053711152931654165,0.0007276553381193085
2.4966825935747238e-17,6.810286591950815,0.07963493900285065,0.006112673725926484,0.000799786796551643
2.625516980548447e-17,1.2104584321527054,0.09067422299472569,0.007072529170810643,0.0008937200508170115
2.7595473826876837e-17,3.0341201027644553,0.10055441580460577,0.007970214231731857,0.0009725174130810881
2.8989260306582626e-17,1.5512054018418262,0.11331315230491262,0.009125428229674661,0.0010751972400296287
3.0438079705769657e-17,0.5500922730117163,0.12928320813549896,0.010576899501584216,0.001203361165109742
3.1943510862958756e-17,1.5838823458046363,0.14192460108537844,0.011795644882068615,0.001295667356142532
3.3507161216321464e-17,0.6721169947806241,0.16061141103653662,0.013558137620196184,0.001437909370558046
3.5130667025438986e-17,1.0380686941210164,0.17826768871197599,0.015283611608107104,0.001564896866716477
3.681569359252937e-17,2.141626952024354,0.19808772544749584,0.017245904590456388,0.0017047811972728272
3.8563935483149206e-17,0.5417253346815882,0.22453512213424273,0.01984812278016817,0.0018942385826313957
4.037711674637635e-17,0.4618838036985505,0.2512807474437893,0.022550638013557868,0.002077741415593169
4.225699113448001e-17,4.820700362299536,0.2755710653732179,0.025104761681906704,0.0022330146407418703
4.420534232208439e-17,6.385700702220464,0.30755919459600073,0.028438680893656622,0.0024420654605151566
4.622398412483147e-17,3.5784980619278453,0.34358043199839244,0.032241388009794376,0.0026728446737427493
4.8314760717549626e-17,3.886038760912878,0.38324621854614144,0.03649348896877458,0.002920700704073918
5.04795468519331e-17,1.2943999547932727,0.42872997031360294,0.041420916046627086,0.003200406136970873
5.272024807373826e-17,0.5754796742657792,0.4803663987549201,0.04708191155109503,0.0035120050248532266
5.503880093950237e-17,2.4504190243395976,0.5313660410459918,0.05282902075934608,0.0038044132068584366
5.743717323278975e-17,2.0807444521442693,0.5920945238710389,0.05970534034057483,0.00415094822391827
5.991736417997113e-17,4.44385720043178,0.6585746554079928,0.06734722696748416,0.004520385990688048
